name,age,gender,country,state,city,parent_occupation,earning_class,level_of_student,level_of_course,course_name,time_spent_per_day,material_name,material_level,iq_of_student,assessment_score,promoted_or_skipped
Student_7161,8,Male,India,Delhi,Karol Bagh,Doctor,Middle,Beginner,Intermediate,Java,2.4,College,Easy,158,100,Promoted
Student_7162,14,Female,India,Maharashtra,Pune,Other,High,Intermediate,Basic,JavaScript,4.55,College,Hard,153,97,Promoted
Student_7163,6,Male,India,Maharashtra,Mumbai,Teacher,High,Intermediate,Intermediate,JavaScript,3.94,PDF,Hard,154,99,Promoted
Student_7164,13,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Beginner,Basic,Java,4.6,Online Learning,Medium,119,96,Promoted
Student_7165,8,Male,India,Maharashtra,Pune,Other,Middle,Intermediate,Advanced,JavaScript,5.35,Tutor,Hard,94,83,Promoted
Student_7166,15,Female,India,West Bengal,Durgapur,Doctor,Low,Beginner,Intermediate,C++,2.69,College,Medium,152,91,Promoted
Student_7167,13,Female,India,Karnataka,Bangalore,Business,Middle,Advanced,Basic,JavaScript,4.79,College,Hard,141,97,Promoted
Student_7168,8,Female,India,Tamil Nadu,Coimbatore,Teacher,Middle,Intermediate,Basic,C++,4.05,Online Learning,Easy,108,83,Promoted
Student_7169,6,Male,India,Delhi,Karol Bagh,Government Job,Middle,Advanced,Intermediate,Python,2.93,Online Learning,Hard,133,87,Promoted
Student_7170,17,Male,India,West Bengal,Kolkata,Business,Middle,Advanced,Basic,SQL,3.8,Book,Medium,153,95,Promoted
Student_7171,15,Male,India,Karnataka,Hubli,Teacher,High,Advanced,Basic,C++,2.52,Tutor,Hard,157,97,Promoted
Student_7172,17,Female,India,Delhi,New Delhi,Teacher,Low,Intermediate,Intermediate,C++,4.27,Book,Medium,130,89,Promoted
Student_7173,6,Male,India,Maharashtra,Pune,Government Job,Low,Advanced,Intermediate,SQL,3.63,PDF,Medium,152,96,Promoted
Student_7174,16,Male,India,Maharashtra,Pune,Doctor,Low,Intermediate,Basic,JavaScript,2.95,College,Easy,134,82,Promoted
Student_7175,16,Male,India,Delhi,Karol Bagh,Other,Low,Intermediate,Intermediate,JavaScript,5.82,College,Hard,123,97,Promoted
Student_7176,17,Male,India,Tamil Nadu,Madurai,Engineer,High,Advanced,Basic,Python,5.55,Tutor,Hard,81,87,Promoted
Student_7177,12,Male,India,Maharashtra,Nagpur,Business,High,Intermediate,Basic,C++,4.13,PDF,Hard,155,100,Promoted
Student_7178,12,Female,India,West Bengal,Durgapur,Engineer,High,Advanced,Advanced,JavaScript,4.2,Tutor,Medium,141,92,Promoted
Student_7179,6,Male,India,West Bengal,Howrah,Government Job,High,Advanced,Basic,JavaScript,6.73,Tutor,Hard,112,98,Promoted
Student_7180,15,Female,India,Karnataka,Hubli,Other,Low,Intermediate,Basic,JavaScript,2.48,Book,Medium,145,92,Promoted
Student_7181,12,Male,India,Maharashtra,Nagpur,Doctor,Low,Advanced,Basic,Java,3.4,PDF,Medium,159,100,Promoted
Student_7182,14,Male,India,West Bengal,Durgapur,Teacher,High,Beginner,Basic,Java,4.96,PDF,Easy,140,99,Promoted
Student_7183,7,Female,India,Tamil Nadu,Madurai,Teacher,Low,Beginner,Basic,JavaScript,4.59,PDF,Easy,128,91,Promoted
Student_7184,10,Female,India,West Bengal,Howrah,Engineer,High,Intermediate,Basic,SQL,1.85,PDF,Easy,134,78,Promoted
Student_7185,13,Female,India,Maharashtra,Pune,Other,Middle,Beginner,Advanced,Java,4.28,Book,Medium,114,84,Promoted
Student_7186,10,Male,India,Delhi,Karol Bagh,Teacher,Low,Intermediate,Intermediate,SQL,4.84,Tutor,Hard,138,95,Promoted
Student_7187,9,Male,India,Delhi,New Delhi,Government Job,High,Intermediate,Intermediate,SQL,5.64,Online Learning,Medium,95,90,Promoted
Student_7188,15,Male,India,Delhi,Karol Bagh,Other,Middle,Advanced,Basic,Java,5.71,PDF,Medium,154,100,Promoted
Student_7189,6,Male,India,Tamil Nadu,Coimbatore,Engineer,High,Intermediate,Basic,Java,3.66,Online Learning,Hard,145,91,Promoted
Student_7190,16,Male,India,Karnataka,Hubli,Doctor,Middle,Intermediate,Advanced,Java,6.23,College,Medium,152,100,Promoted
Student_7191,15,Female,India,Tamil Nadu,Chennai,Government Job,Low,Advanced,Basic,JavaScript,5.97,Tutor,Hard,135,100,Promoted
Student_7192,17,Female,India,Maharashtra,Pune,Government Job,Low,Beginner,Advanced,SQL,5.29,Book,Medium,151,100,Promoted
Student_7193,9,Female,India,Karnataka,Mysore,Teacher,Low,Intermediate,Advanced,JavaScript,3.1,College,Medium,95,75,Promoted
Student_7194,10,Female,India,Karnataka,Hubli,Teacher,Middle,Advanced,Basic,Java,6.01,College,Medium,105,85,Promoted
Student_7195,6,Female,India,Delhi,New Delhi,Other,Middle,Advanced,Intermediate,JavaScript,5.55,Tutor,Hard,147,100,Promoted
Student_7196,7,Male,India,Karnataka,Bangalore,Doctor,High,Advanced,Intermediate,SQL,4.66,Tutor,Hard,122,89,Promoted
Student_7197,6,Female,India,Delhi,New Delhi,Other,Middle,Intermediate,Advanced,Java,5.43,PDF,Medium,113,89,Promoted
Student_7198,8,Male,India,Maharashtra,Nagpur,Business,Middle,Beginner,Advanced,JavaScript,6.76,PDF,Easy,109,93,Promoted
Student_7199,6,Male,India,Maharashtra,Nagpur,Engineer,Middle,Intermediate,Intermediate,Python,4.3,College,Hard,93,81,Promoted
Student_7200,6,Female,India,Delhi,Karol Bagh,Teacher,Middle,Advanced,Advanced,Python,3.66,Online Learning,Hard,155,100,Promoted
Student_7201,11,Male,India,Maharashtra,Nagpur,Other,Low,Advanced,Advanced,C++,4.77,Book,Hard,112,89,Promoted
Student_7202,17,Male,India,Karnataka,Bangalore,Engineer,High,Beginner,Advanced,Python,2.57,PDF,Medium,141,98,Promoted
Student_7203,17,Male,India,Tamil Nadu,Madurai,Engineer,Middle,Intermediate,Basic,Java,3.58,Book,Easy,158,99,Promoted
Student_7204,13,Female,India,Tamil Nadu,Chennai,Doctor,Low,Advanced,Intermediate,Java,4.98,College,Hard,143,94,Promoted
Student_7205,11,Female,India,Karnataka,Hubli,Business,Middle,Beginner,Advanced,Python,3.2,Tutor,Medium,126,92,Promoted
Student_7206,10,Female,India,Delhi,Karol Bagh,Business,Low,Beginner,Basic,C++,3.17,Tutor,Medium,125,88,Promoted
Student_7207,11,Female,India,Maharashtra,Nagpur,Business,Low,Beginner,Basic,Java,2.21,Tutor,Easy,142,89,Promoted
Student_7208,15,Male,India,Delhi,Dwarka,Other,Middle,Advanced,Intermediate,Python,6.22,Tutor,Hard,151,100,Promoted
Student_7209,12,Male,India,Maharashtra,Nagpur,Other,Low,Advanced,Intermediate,C++,4.57,PDF,Easy,144,91,Promoted
Student_7210,9,Female,India,West Bengal,Durgapur,Business,High,Beginner,Advanced,JavaScript,3.92,Online Learning,Hard,159,100,Promoted
Student_7211,11,Male,India,Delhi,Karol Bagh,Business,Middle,Intermediate,Basic,Python,4.23,Online Learning,Hard,117,84,Promoted
Student_7212,14,Male,India,Tamil Nadu,Coimbatore,Business,Low,Beginner,Basic,C++,4.45,Tutor,Medium,80,78,Promoted
Student_7213,15,Male,India,West Bengal,Howrah,Government Job,High,Beginner,Basic,Java,5.18,Online Learning,Easy,95,74,Skipped
Student_7214,17,Female,India,Delhi,New Delhi,Government Job,High,Intermediate,Advanced,SQL,5.17,Book,Hard,98,92,Promoted
Student_7215,12,Female,India,Tamil Nadu,Chennai,Government Job,Middle,Advanced,Basic,SQL,4.19,PDF,Medium,133,89,Promoted
Student_7216,12,Female,India,Maharashtra,Nagpur,Government Job,Middle,Advanced,Basic,Java,3.53,Book,Easy,149,88,Promoted
Student_7217,15,Female,India,Maharashtra,Nagpur,Doctor,Low,Advanced,Advanced,SQL,4.89,Book,Medium,151,88,Promoted
Student_7218,15,Female,India,Tamil Nadu,Coimbatore,Business,Low,Advanced,Advanced,Python,6.26,College,Medium,105,93,Promoted
Student_7219,17,Female,India,Karnataka,Hubli,Teacher,High,Beginner,Intermediate,C++,8.17,College,Medium,156,100,Promoted
Student_7220,15,Female,India,West Bengal,Kolkata,Doctor,Middle,Beginner,Advanced,JavaScript,4.68,Tutor,Easy,99,78,Promoted
Student_7221,17,Male,India,Karnataka,Mysore,Government Job,Low,Advanced,Advanced,Java,5.12,PDF,Medium,87,76,Promoted
Student_7222,17,Female,India,Maharashtra,Nagpur,Government Job,Low,Advanced,Basic,C++,4.68,PDF,Easy,82,86,Promoted
Student_7223,15,Female,India,Maharashtra,Nagpur,Business,High,Intermediate,Intermediate,JavaScript,4.71,Online Learning,Hard,85,72,Skipped
Student_7224,17,Male,India,Tamil Nadu,Madurai,Engineer,Middle,Beginner,Basic,Python,5.76,College,Medium,106,91,Promoted
Student_7225,17,Female,India,Maharashtra,Nagpur,Other,Low,Advanced,Basic,Python,5.49,Tutor,Hard,136,89,Promoted
Student_7226,8,Female,India,Maharashtra,Mumbai,Doctor,High,Beginner,Advanced,JavaScript,5.36,College,Easy,85,84,Promoted
Student_7227,8,Male,India,Tamil Nadu,Chennai,Engineer,Low,Advanced,Basic,C++,4.42,PDF,Easy,119,80,Promoted
Student_7228,7,Female,India,Tamil Nadu,Chennai,Business,Middle,Advanced,Basic,JavaScript,4.2,PDF,Hard,121,84,Promoted
Student_7229,12,Male,India,Delhi,Dwarka,Engineer,High,Beginner,Advanced,JavaScript,2.11,Tutor,Easy,91,63,Skipped
Student_7230,6,Female,India,Delhi,New Delhi,Teacher,Middle,Beginner,Intermediate,SQL,3.73,Online Learning,Medium,95,82,Promoted
Student_7231,16,Female,India,Delhi,Dwarka,Other,Middle,Beginner,Intermediate,JavaScript,4.46,College,Medium,139,100,Promoted
Student_7232,14,Male,India,Delhi,New Delhi,Other,High,Advanced,Advanced,JavaScript,5.23,Online Learning,Medium,91,87,Promoted
Student_7233,14,Male,India,West Bengal,Howrah,Other,Low,Beginner,Basic,Python,3.15,College,Hard,107,79,Promoted
Student_7234,15,Male,India,Delhi,New Delhi,Other,High,Intermediate,Intermediate,C++,3.87,Online Learning,Medium,90,74,Skipped
Student_7235,15,Male,India,West Bengal,Durgapur,Other,Middle,Beginner,Intermediate,JavaScript,4.71,PDF,Easy,138,100,Promoted
Student_7236,13,Female,India,Delhi,Dwarka,Other,Middle,Advanced,Basic,C++,6.59,College,Hard,122,96,Promoted
Student_7237,15,Male,India,West Bengal,Durgapur,Engineer,Low,Intermediate,Intermediate,SQL,5.41,PDF,Medium,121,92,Promoted
Student_7238,6,Female,India,Delhi,Dwarka,Government Job,High,Beginner,Advanced,Python,5.73,Online Learning,Medium,142,100,Promoted
Student_7239,7,Male,India,West Bengal,Kolkata,Doctor,Middle,Intermediate,Advanced,Python,6.85,Tutor,Hard,97,86,Promoted
Student_7240,14,Female,India,Karnataka,Mysore,Teacher,Low,Beginner,Advanced,C++,3.15,Online Learning,Easy,107,82,Promoted
Student_7241,10,Female,India,Delhi,Karol Bagh,Business,Low,Beginner,Intermediate,Java,3.9,College,Medium,140,93,Promoted
Student_7242,15,Male,India,Delhi,Karol Bagh,Teacher,Low,Intermediate,Intermediate,Java,5.16,Book,Easy,117,92,Promoted
Student_7243,12,Female,India,Tamil Nadu,Madurai,Other,Middle,Beginner,Basic,Java,5.91,Tutor,Hard,104,88,Promoted
Student_7244,15,Female,India,Maharashtra,Nagpur,Doctor,High,Intermediate,Advanced,JavaScript,4.84,Online Learning,Hard,95,80,Promoted
Student_7245,8,Male,India,Maharashtra,Mumbai,Other,High,Intermediate,Basic,JavaScript,4.73,PDF,Easy,116,93,Promoted
Student_7246,8,Male,India,West Bengal,Kolkata,Government Job,Low,Intermediate,Advanced,C++,6.67,Online Learning,Easy,125,100,Promoted
Student_7247,9,Male,India,Delhi,New Delhi,Teacher,High,Beginner,Intermediate,C++,3.81,PDF,Medium,135,92,Promoted
Student_7248,6,Male,India,Delhi,New Delhi,Business,High,Intermediate,Basic,JavaScript,4.54,Tutor,Medium,148,100,Promoted
Student_7249,14,Female,India,West Bengal,Howrah,Other,Middle,Intermediate,Advanced,SQL,5.19,College,Medium,119,100,Promoted
Student_7250,14,Female,India,Tamil Nadu,Chennai,Business,High,Advanced,Intermediate,Java,5.21,PDF,Medium,124,98,Promoted
Student_7251,7,Male,India,Karnataka,Hubli,Business,High,Intermediate,Intermediate,SQL,6.24,Book,Medium,81,85,Promoted
Student_7252,6,Female,India,Tamil Nadu,Coimbatore,Other,Middle,Intermediate,Basic,Java,5.08,Online Learning,Easy,110,84,Promoted
Student_7253,13,Male,India,West Bengal,Durgapur,Other,High,Advanced,Intermediate,SQL,3.85,PDF,Medium,111,78,Promoted
Student_7254,12,Male,India,Delhi,Karol Bagh,Business,Middle,Beginner,Basic,SQL,5.51,Book,Medium,146,98,Promoted
Student_7255,6,Female,India,Karnataka,Hubli,Other,Middle,Intermediate,Intermediate,JavaScript,4.01,Book,Hard,147,95,Promoted
Student_7256,16,Female,India,Delhi,New Delhi,Government Job,Low,Intermediate,Intermediate,Java,3.61,Online Learning,Medium,114,85,Promoted
Student_7257,8,Male,India,Karnataka,Bangalore,Other,Middle,Intermediate,Advanced,C++,3.89,College,Medium,142,91,Promoted
Student_7258,9,Male,India,Karnataka,Mysore,Engineer,High,Intermediate,Basic,Python,3.3,Online Learning,Hard,118,86,Promoted
Student_7259,12,Male,India,Karnataka,Mysore,Government Job,High,Advanced,Intermediate,C++,4.97,Tutor,Easy,82,82,Promoted
Student_7260,9,Male,India,Delhi,New Delhi,Doctor,Middle,Advanced,Intermediate,Java,4.99,Tutor,Medium,101,88,Promoted
Student_7261,17,Male,India,Delhi,Dwarka,Teacher,Middle,Intermediate,Basic,SQL,4.27,College,Hard,132,93,Promoted
Student_7262,17,Female,India,Maharashtra,Nagpur,Other,High,Intermediate,Basic,Java,3.72,Book,Medium,82,70,Skipped
Student_7263,13,Female,India,Karnataka,Mysore,Engineer,Low,Advanced,Advanced,Python,5.01,Book,Easy,135,99,Promoted
Student_7264,10,Male,India,Tamil Nadu,Madurai,Business,Middle,Intermediate,Intermediate,C++,4.91,College,Medium,91,83,Promoted
Student_7265,12,Male,India,Karnataka,Bangalore,Other,Middle,Beginner,Basic,Python,3.94,Tutor,Hard,156,93,Promoted
Student_7266,13,Female,India,Delhi,Dwarka,Business,High,Beginner,Advanced,SQL,3.73,College,Hard,117,92,Promoted
Student_7267,8,Male,India,Maharashtra,Mumbai,Business,High,Beginner,Intermediate,SQL,7.39,College,Hard,141,100,Promoted
Student_7268,10,Female,India,West Bengal,Kolkata,Doctor,Low,Intermediate,Intermediate,JavaScript,2.38,Book,Medium,124,78,Promoted
Student_7269,8,Male,India,Tamil Nadu,Madurai,Engineer,Low,Advanced,Advanced,SQL,3.27,College,Hard,152,95,Promoted
Student_7270,17,Female,India,Delhi,Dwarka,Doctor,Middle,Beginner,Advanced,Python,3.69,Tutor,Hard,132,92,Promoted
Student_7271,14,Female,India,West Bengal,Durgapur,Doctor,Middle,Intermediate,Basic,SQL,4.06,College,Medium,127,95,Promoted
Student_7272,16,Male,India,West Bengal,Durgapur,Teacher,High,Intermediate,Advanced,SQL,5.83,Online Learning,Hard,144,100,Promoted
Student_7273,9,Male,India,Karnataka,Bangalore,Engineer,High,Beginner,Basic,SQL,4.45,PDF,Hard,101,85,Promoted
Student_7274,14,Female,India,Tamil Nadu,Chennai,Engineer,High,Beginner,Advanced,Java,2.45,PDF,Medium,136,85,Promoted
Student_7275,10,Female,India,Maharashtra,Pune,Government Job,High,Beginner,Basic,C++,4.44,Tutor,Hard,82,71,Skipped
Student_7276,6,Female,India,Maharashtra,Nagpur,Government Job,Low,Intermediate,Advanced,Python,3.63,Book,Medium,107,79,Promoted
Student_7277,14,Female,India,Maharashtra,Nagpur,Teacher,High,Advanced,Basic,Java,3.64,Online Learning,Easy,127,89,Promoted
Student_7278,16,Female,India,Tamil Nadu,Madurai,Teacher,Low,Beginner,Intermediate,Java,3.45,PDF,Hard,104,76,Promoted
Student_7279,11,Female,India,Delhi,Dwarka,Teacher,High,Intermediate,Advanced,JavaScript,3.07,College,Hard,85,77,Promoted
Student_7280,12,Male,India,Maharashtra,Nagpur,Engineer,Low,Beginner,Basic,JavaScript,6.16,PDF,Medium,138,98,Promoted
Student_7281,10,Male,India,Delhi,Dwarka,Other,Middle,Beginner,Basic,C++,2.77,College,Hard,92,69,Skipped
Student_7282,16,Female,India,Delhi,Dwarka,Doctor,High,Advanced,Advanced,Python,5.54,PDF,Medium,148,100,Promoted
Student_7283,8,Female,India,West Bengal,Kolkata,Business,High,Beginner,Advanced,JavaScript,4.39,Tutor,Easy,92,81,Promoted
Student_7284,17,Female,India,Delhi,Karol Bagh,Business,Low,Intermediate,Basic,Python,2.54,Book,Hard,134,91,Promoted
Student_7285,17,Female,India,Delhi,Dwarka,Other,Middle,Intermediate,Intermediate,SQL,5.9,College,Medium,119,89,Promoted
Student_7286,7,Female,India,West Bengal,Durgapur,Other,Low,Beginner,Advanced,Python,5.24,Online Learning,Medium,84,76,Promoted
Student_7287,16,Male,India,West Bengal,Durgapur,Teacher,Middle,Advanced,Basic,JavaScript,3.96,PDF,Easy,119,85,Promoted
Student_7288,17,Female,India,Tamil Nadu,Chennai,Teacher,Middle,Advanced,Intermediate,Java,4.57,PDF,Easy,97,75,Promoted
Student_7289,15,Female,India,Tamil Nadu,Coimbatore,Government Job,High,Beginner,Basic,Java,5,PDF,Hard,113,82,Promoted
Student_7290,10,Male,India,Maharashtra,Nagpur,Business,Middle,Advanced,Intermediate,JavaScript,3.4,Tutor,Medium,152,99,Promoted
Student_7291,14,Male,India,Karnataka,Bangalore,Engineer,High,Intermediate,Intermediate,C++,5.8,Tutor,Hard,155,99,Promoted
Student_7292,8,Female,India,Karnataka,Mysore,Other,High,Beginner,Intermediate,Python,1.91,College,Medium,126,83,Promoted
Student_7293,6,Female,India,Delhi,New Delhi,Other,Low,Intermediate,Basic,C++,5.42,Tutor,Medium,140,100,Promoted
Student_7294,15,Female,India,Tamil Nadu,Chennai,Engineer,Middle,Advanced,Basic,Java,6.06,PDF,Easy,118,96,Promoted
Student_7295,7,Female,India,Maharashtra,Pune,Government Job,Middle,Advanced,Advanced,JavaScript,5.16,PDF,Hard,100,88,Promoted
Student_7296,17,Male,India,Delhi,Dwarka,Business,Middle,Beginner,Basic,JavaScript,5.64,Online Learning,Hard,129,89,Promoted
Student_7297,9,Female,India,Karnataka,Hubli,Business,Middle,Intermediate,Advanced,JavaScript,4.25,Online Learning,Medium,139,93,Promoted
Student_7298,17,Male,India,Maharashtra,Mumbai,Government Job,Low,Advanced,Basic,C++,3.17,PDF,Easy,133,90,Promoted
Student_7299,11,Male,India,West Bengal,Kolkata,Other,Middle,Beginner,Intermediate,Python,4.41,Tutor,Easy,116,92,Promoted
Student_7300,16,Male,India,West Bengal,Kolkata,Government Job,Middle,Beginner,Intermediate,Python,5.6,Book,Medium,96,86,Promoted
Student_7301,6,Male,India,Delhi,Karol Bagh,Other,Low,Intermediate,Advanced,Java,3.26,PDF,Medium,105,81,Promoted
Student_7302,17,Male,India,West Bengal,Kolkata,Teacher,High,Beginner,Intermediate,Java,6.21,Book,Medium,124,93,Promoted
Student_7303,10,Female,India,Maharashtra,Nagpur,Business,High,Beginner,Basic,Java,5.72,PDF,Hard,118,91,Promoted
Student_7304,6,Female,India,Maharashtra,Nagpur,Other,Low,Advanced,Intermediate,Java,2.96,College,Easy,143,84,Promoted
Student_7305,6,Female,India,Maharashtra,Mumbai,Engineer,Middle,Advanced,Intermediate,JavaScript,4.63,Book,Hard,110,85,Promoted
Student_7306,10,Female,India,Karnataka,Mysore,Teacher,High,Intermediate,Intermediate,Java,5.16,College,Easy,104,89,Promoted
Student_7307,15,Male,India,Delhi,Karol Bagh,Government Job,Low,Beginner,Basic,SQL,3.51,Book,Easy,138,100,Promoted
Student_7308,10,Male,India,Tamil Nadu,Madurai,Engineer,Low,Advanced,Intermediate,JavaScript,3.36,College,Medium,118,87,Promoted
Student_7309,10,Female,India,Karnataka,Bangalore,Teacher,Low,Beginner,Basic,SQL,2.76,PDF,Medium,89,74,Skipped
Student_7310,9,Male,India,Delhi,Karol Bagh,Business,High,Beginner,Basic,C++,3.89,Book,Medium,147,95,Promoted
Student_7311,9,Male,India,Tamil Nadu,Chennai,Government Job,High,Intermediate,Intermediate,Python,4.55,Tutor,Easy,91,85,Promoted
Student_7312,15,Male,India,West Bengal,Kolkata,Engineer,High,Advanced,Intermediate,SQL,3.78,Online Learning,Hard,109,90,Promoted
Student_7313,8,Male,India,Maharashtra,Mumbai,Other,Middle,Beginner,Intermediate,Java,3.07,PDF,Hard,152,92,Promoted
Student_7314,9,Female,India,Karnataka,Mysore,Other,Middle,Intermediate,Intermediate,Python,4.47,College,Easy,152,100,Promoted
Student_7315,11,Female,India,Karnataka,Bangalore,Teacher,Low,Intermediate,Advanced,C++,4.62,PDF,Hard,158,90,Promoted
Student_7316,7,Female,India,Tamil Nadu,Madurai,Government Job,Middle,Advanced,Basic,JavaScript,3.72,College,Medium,134,96,Promoted
Student_7317,15,Male,India,Delhi,Dwarka,Engineer,High,Advanced,Basic,SQL,5.32,PDF,Easy,158,100,Promoted
Student_7318,8,Female,India,West Bengal,Howrah,Business,Middle,Advanced,Basic,JavaScript,5.66,PDF,Easy,105,79,Promoted
Student_7319,9,Male,India,Tamil Nadu,Coimbatore,Government Job,Low,Beginner,Intermediate,JavaScript,2.59,College,Medium,121,75,Promoted
Student_7320,13,Male,India,West Bengal,Durgapur,Government Job,High,Advanced,Advanced,Python,5.86,PDF,Medium,149,88,Promoted
Student_7321,11,Male,India,Delhi,Karol Bagh,Doctor,High,Intermediate,Advanced,SQL,3.52,College,Hard,85,82,Promoted
Student_7322,9,Female,India,Karnataka,Hubli,Government Job,Middle,Intermediate,Advanced,JavaScript,5.21,PDF,Easy,145,93,Promoted
Student_7323,6,Male,India,Tamil Nadu,Coimbatore,Other,High,Beginner,Basic,JavaScript,2.75,Tutor,Medium,92,78,Promoted
Student_7324,9,Male,India,Delhi,New Delhi,Teacher,Middle,Advanced,Advanced,Python,5.44,College,Medium,151,100,Promoted
Student_7325,17,Female,India,Maharashtra,Mumbai,Government Job,Low,Advanced,Intermediate,Python,4.97,Online Learning,Medium,143,93,Promoted
Student_7326,14,Male,India,Karnataka,Mysore,Teacher,Middle,Intermediate,Intermediate,Python,3.69,College,Medium,134,93,Promoted
Student_7327,12,Male,India,Delhi,New Delhi,Other,High,Beginner,Intermediate,JavaScript,3.13,College,Hard,151,100,Promoted
Student_7328,11,Male,India,Delhi,Dwarka,Doctor,High,Beginner,Advanced,JavaScript,2.55,PDF,Medium,114,74,Skipped
Student_7329,8,Female,India,Maharashtra,Mumbai,Government Job,Low,Beginner,Intermediate,Java,3.89,College,Medium,151,95,Promoted
Student_7330,17,Female,India,West Bengal,Durgapur,Government Job,Low,Intermediate,Intermediate,C++,5.12,Book,Hard,88,77,Promoted
Student_7331,17,Male,India,Tamil Nadu,Coimbatore,Doctor,Middle,Beginner,Basic,Python,3.99,College,Hard,123,91,Promoted
Student_7332,6,Female,India,Maharashtra,Mumbai,Business,High,Beginner,Basic,SQL,5.44,Online Learning,Hard,130,91,Promoted
Student_7333,13,Female,India,Maharashtra,Pune,Engineer,Low,Beginner,Advanced,SQL,3.82,Online Learning,Easy,154,99,Promoted
Student_7334,6,Female,India,West Bengal,Kolkata,Teacher,Middle,Beginner,Intermediate,JavaScript,3.32,College,Medium,103,74,Skipped
Student_7335,7,Female,India,Tamil Nadu,Coimbatore,Other,High,Intermediate,Intermediate,Python,3.91,PDF,Medium,119,89,Promoted
Student_7336,16,Male,India,Maharashtra,Mumbai,Engineer,Low,Beginner,Basic,JavaScript,4.91,Online Learning,Easy,111,83,Promoted
Student_7337,12,Male,India,West Bengal,Howrah,Other,Middle,Beginner,Advanced,C++,5.74,Book,Medium,120,95,Promoted
Student_7338,14,Male,India,Maharashtra,Nagpur,Doctor,Low,Intermediate,Intermediate,C++,4.77,College,Hard,134,90,Promoted
Student_7339,6,Male,India,Maharashtra,Nagpur,Teacher,High,Advanced,Basic,JavaScript,1.88,College,Easy,116,81,Promoted
Student_7340,13,Male,India,Karnataka,Mysore,Government Job,High,Advanced,Advanced,Java,6.04,College,Easy,128,99,Promoted
Student_7341,15,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Advanced,Basic,JavaScript,3.02,Book,Medium,146,88,Promoted
Student_7342,13,Female,India,Karnataka,Bangalore,Business,High,Beginner,Intermediate,SQL,6.47,Tutor,Medium,84,81,Promoted
Student_7343,14,Male,India,Maharashtra,Pune,Engineer,Low,Advanced,Basic,Python,3.78,College,Hard,104,79,Promoted
Student_7344,8,Male,India,Karnataka,Bangalore,Business,Middle,Intermediate,Intermediate,SQL,4.51,Book,Hard,127,91,Promoted
Student_7345,10,Male,India,Karnataka,Bangalore,Doctor,Low,Intermediate,Advanced,JavaScript,4.94,Book,Medium,147,100,Promoted
Student_7346,6,Female,India,Maharashtra,Nagpur,Doctor,High,Advanced,Advanced,SQL,4.9,Online Learning,Medium,142,100,Promoted
Student_7347,17,Male,India,Tamil Nadu,Chennai,Government Job,Middle,Advanced,Advanced,C++,5.9,PDF,Medium,149,96,Promoted
Student_7348,9,Male,India,Maharashtra,Mumbai,Teacher,Middle,Advanced,Advanced,SQL,7.13,Tutor,Hard,126,100,Promoted
Student_7349,9,Female,India,Delhi,Karol Bagh,Teacher,High,Intermediate,Advanced,JavaScript,3.69,Tutor,Hard,142,98,Promoted
Student_7350,10,Female,India,Delhi,New Delhi,Government Job,High,Advanced,Intermediate,SQL,3.23,Online Learning,Hard,129,79,Promoted
Student_7351,17,Male,India,Tamil Nadu,Madurai,Teacher,Middle,Beginner,Advanced,JavaScript,4.45,Online Learning,Easy,152,100,Promoted
Student_7352,15,Male,India,Karnataka,Bangalore,Business,Middle,Advanced,Advanced,JavaScript,5.85,PDF,Medium,123,99,Promoted
Student_7353,15,Male,India,Karnataka,Mysore,Government Job,Middle,Advanced,Basic,Python,6.73,Online Learning,Medium,130,95,Promoted
Student_7354,17,Male,India,West Bengal,Durgapur,Teacher,Low,Advanced,Basic,SQL,5.14,Book,Hard,152,100,Promoted
Student_7355,16,Male,India,Maharashtra,Mumbai,Doctor,Middle,Advanced,Advanced,Python,4.62,PDF,Easy,127,93,Promoted
Student_7356,17,Female,India,Tamil Nadu,Chennai,Doctor,Middle,Intermediate,Basic,Java,3.65,Book,Hard,88,85,Promoted
Student_7357,6,Male,India,Tamil Nadu,Coimbatore,Teacher,Low,Advanced,Advanced,SQL,4.46,PDF,Hard,94,88,Promoted
Student_7358,17,Female,India,Maharashtra,Nagpur,Government Job,Middle,Advanced,Basic,SQL,3.02,PDF,Easy,133,84,Promoted
Student_7359,9,Male,India,Karnataka,Hubli,Other,Low,Beginner,Basic,JavaScript,7.72,Book,Medium,90,96,Promoted
Student_7360,15,Female,India,Karnataka,Bangalore,Business,High,Advanced,Basic,Java,6,College,Hard,108,93,Promoted
Student_7361,7,Male,India,Delhi,Dwarka,Teacher,Low,Advanced,Basic,JavaScript,6.23,College,Hard,100,88,Promoted
Student_7362,16,Female,India,Delhi,Karol Bagh,Engineer,Low,Beginner,Intermediate,JavaScript,2.11,Book,Hard,83,72,Skipped
Student_7363,15,Male,India,Tamil Nadu,Madurai,Other,Low,Advanced,Intermediate,C++,3.62,College,Medium,135,80,Promoted
Student_7364,16,Male,India,West Bengal,Durgapur,Engineer,High,Beginner,Advanced,SQL,5.84,College,Medium,86,85,Promoted
Student_7365,10,Female,India,Maharashtra,Nagpur,Government Job,Low,Advanced,Intermediate,C++,4.7,Online Learning,Medium,131,93,Promoted
