course_name,instructor,course url,course description,reviews_avg,reviews_count,course_duration,lectures_count,level,course_flag,students_count,,,,
Practical SQL Skills,Gary Kind,https://www.udemy.com/course/practical-sql-skills-from-beginner-to-intermediate/,SQL: Now learn key SQL skills with SQL Server to boost your career and/or make you more productive in your current job,Rating: 4.3 out of 5,193 reviews,2.5 total hours,29 lectures,All Levels,,"2,863 students",,,,
SQL with MySQL Database for Beginners - Zero to Hero,Anil Batra,https://www.udemy.com/course/learn-sql-in-a-day/,"Step by Step SQL with MySQL Database for Beginners, Non-Techs, newbs - Quick way to learn SQL using MySQL Database",Rating: 4.4 out of 5,193 reviews,1.5 total hours,22 lectures,Beginner,,"5,593 students",,,,
HWS Swift Coding Challenges: Real Problems - Real Solutions,Stephen DeStefano,https://www.udemy.com/course/coding-challenges/,Get iOS interview ready and ace the whiteboard test - Or level up your current Swift skills (Updated to Swift 5),Rating: 4.7 out of 5,193 reviews,4.5 total hours,70 lectures,Intermediate,,"1,632 students",,,,
Sharepoint: SPFx Development Model,Packt Publishing,https://www.udemy.com/course/sharepoint-spfx-development-model/,Developing SharePoint Online solutions with open source toolchain,Rating: 4.8 out of 5,192 reviews,2.5 total hours,14 lectures,Expert,,995 students,,,,
C# Web-Based Applications,Rick Phillips,https://www.udemy.com/course/c-web-based-applications/,Real-world Examples,Rating: 3.6 out of 5,192 reviews,3.5 total hours,15 lectures,Intermediate,,"10,829 students",,,,
Complete SQL Bootcamp With MySQL - SQL Interview Masterclass,Prashant Munshi,https://www.udemy.com/course/practical-sql-masterclass-with-mysql/,Learn Complete SQL - SQL Beginner to Advanced With MySQL - Top 100+ SQL Interview Questions & Answers,Rating: 4.9 out of 5,192 reviews,21.5 total hours,159 lectures,All Levels,,"16,433 students",,,,
WordPress Full Site Editing with Gutenberg,Andrew Williams,https://www.udemy.com/course/wordpress-gutenberg-full-site-editing-fse/,"Design your theme as well as your posts and pages using Gutenberg, Full Site Editor.",Rating: 4.5 out of 5,192 reviews,5.5 total hours,57 lectures,All Levels,,"1,246 students",,,,
Machine Learning with Python : COMPLETE COURSE FOR BEGINNERS,Prashant Mishra,https://www.udemy.com/course/machine-learning-a-z-with-python-with-project-beginner/,Complete Machine Learning Course with Python for beginners,Rating: 4.3 out of 5,192 reviews,13 total hours,35 lectures,All Levels,,"23,551 students",,,,
"Create Your First Website with HTML, CSS & JavaScript",Danny Connell,https://www.udemy.com/course/html-css-javascript-basics/,"Get started in Web Development quickly by creating a beautiful, responsive website with HTML, CSS & JavaScript",Rating: 4.4 out of 5,192 reviews,2 total hours,46 lectures,Beginner,,"10,400 students",,,,
The Ultimate Swagger Tools Course: Build OpenAPI with Ease,Praveenkumar Bouna,https://www.udemy.com/course/swagger-tools-openapi/,"Swagger tutorial for simplified OpenAPI design, documentation, development, & testing - unified tool for OpenAPI",Rating: 4.4 out of 5,192 reviews,4 total hours,74 lectures,Beginner,Bestseller,"1,697 students",,,,
Build Complete 2019 CMS Blog in PHP MySql PDO & Bootstrap 4,Jazeb Akram,https://www.udemy.com/course/complete-cms-blog-in-html-css-php-mysql-bootstrap/,Create Stunning Content Management System (CMS) with Admin Panel in PHP PDO MySQL & Bootstrap 4 from Scratch.,Rating: 4.9 out of 5,192 reviews,11.5 total hours,84 lectures,All Levels,,"2,272 students",,,,
Application Development with Dynamics 365: 2-in-1,Packt Publishing,https://www.udemy.com/course/application-development-with-dynamics-365-2-in-1/,Leverage the power of Dynamics 365 to build and support enterprise scale business applications with Dynamics 365,Rating: 4.4 out of 5,192 reviews,13 total hours,95 lectures,Intermediate,,"1,378 students",,,,
Unity 2D Platformer Game Development Course,"Dragan Neskovic, Jasmin Skamo",https://www.udemy.com/course/unitypixelplatformer/,"Learn how to utilize the Unity asset store to learn how to create, and to create stunning 2D games!",Rating: 3.5 out of 5,192 reviews,1.5 total hours,12 lectures,Beginner,,"5,647 students",,,,
Build your own Load Balancer on AWS,Vishu Kamble,https://www.udemy.com/course/build-your-load-balancer-aws/,Create and test your own cloud load balancer,Rating: 4.6 out of 5,192 reviews,2.5 total hours,21 lectures,Beginner,,"10,304 students",,,,
Learn Basic Microsoft ASP.Net Development with Visual Studio,T O,https://www.udemy.com/course/masteraspdotnetbasics/,Learn: C#+CSS+HTML+JQUERY+Visual Studio 2013,Rating: 3.8 out of 5,192 reviews,11.5 total hours,75 lectures,All Levels,,"2,079 students",,,,
Advanced React (Render Performance Best Practices Patterns),Eyas Mattar,https://www.udemy.com/course/advanced-react-render-performance-best-practices-patterns/,"2020 Advanced Reactjs  - Theory, React Patterns, Industry Best Practices, Performance, Render Issues, Hooks, Core",Rating: 3.7 out of 5,191 reviews,9 total hours,93 lectures,Intermediate,,"1,515 students",,,,
"Start with TALL: Use Tailwind, Alpine, Laravel & Livewire","JuanD MeGon, ProgramarYa By JuanDMeGon",https://www.udemy.com/course/tall-stack-integrate-tailwind-alpine-laravel-and-livewire/,"Build a dynamic and reactive subscribers system, using the best frameworks and libraries for CSS, JavaScript, and PHP.",Rating: 4.8 out of 5,191 reviews,4.5 total hours,29 lectures,All Levels,,955 students,,,,
Web Security: Common Vulnerabilities And Their Mitigation,Loony Corn,https://www.udemy.com/course/web-security-common-vulnerabilities-and-their-mitigation/,"A guide to dealing with XSS, session hijacking, XSRF, credential management, SQLi and a whole lot more",Rating: 4.3 out of 5,191 reviews,8 total hours,57 lectures,All Levels,,"3,740 students",,,,
Deep Learning: Visual Exploration,Vladimir Grankin,https://www.udemy.com/course/deep-learning-visual-exploration-for-deep-understanding/,Deep neural networks visually explained in plain english & without complex math,Rating: 4.6 out of 5,191 reviews,4 total hours,15 lectures,Beginner,,"11,539 students",,,,
What's New in Java 8: Lambdas,Toby Weston,https://www.udemy.com/course/whats-new-in-java-8/,An in-depth look at the new features of Java 8,Rating: 4.2 out of 5,191 reviews,2 total hours,19 lectures,All Levels,,"1,806 students",,,,
Quick Course - Java interview preparation - for junior,Yuval Ishay,https://www.udemy.com/course/quick-course-java-interview-preparation-for-junior/,Learn all the hard and soft skills you need to answer Java interview questions correctly !,Rating: 4.4 out of 5,191 reviews,3.5 total hours,46 lectures,Beginner,,"5,023 students",,,,
Apache PySpark Fundamentals,Johnny F.,https://www.udemy.com/course/learn-pyspark/,"Learn PySpark, fundamentals of Apache Spark with Python",Rating: 4.2 out of 5,191 reviews,1.5 total hours,15 lectures,Intermediate,,"1,056 students",,,,
Batch Script Programming Crash Course (CMD),Narendra Dwivedi,https://www.udemy.com/course/batch-script-programming/,Learn Batch Script Programming From Beginning To Advance With Batch File/Script Crash Course - Zero To Hero,Rating: 4.4 out of 5,191 reviews,1.5 total hours,35 lectures,All Levels,,"28,047 students",,,,
Salesforce Lightning : Practical Coding Examples,"Paaa Leaders, Paaa Leaders",https://www.udemy.com/course/lightning-components-learn-by-examples/,Dive deep into salesforce lightning components and learn with practical examples,Rating: 4.9 out of 5,190 reviews,3 total hours,20 lectures,All Levels,,"1,277 students",,,,
Talend For Big Data Integration Course : Beginner to Expert,Kapil Chaitanya Kasarapu,https://www.udemy.com/course/talend-for-big-data/,Master guide for using Talend Big Data,Rating: 3.4 out of 5,190 reviews,17 total hours,109 lectures,All Levels,,"1,117 students",,,,
Programming with Julia,Dr. İlker Arslan,https://www.udemy.com/course/programming-with-julia/,"Learn the best and most modern programming language for data science, machine learning, deep learning and AI",Rating: 4.6 out of 5,190 reviews,10 total hours,72 lectures,All Levels,Bestseller,"1,426 students",,,,
Build 17 Beginner's Projects with : Python | JavaScript | C#,Bluelime Learning Solutions,https://www.udemy.com/course/build-17-beginners-projects-with-python-javascript-c/,Easy-to-follow projects for beginners - kick-start your programming skills today!,Rating: 4.3 out of 5,190 reviews,20.5 total hours,201 lectures,Beginner,,"43,967 students",,,,
Intermediate Android Development and Kotlin,Mickey Dang,https://www.udemy.com/course/intermediate-android-development-and-kotlin/,"Building high quality Android applications with the latest technologies, software patterns, and languages available",Rating: 4.7 out of 5,190 reviews,10 total hours,67 lectures,Intermediate,,947 students,,,,
Image Recognition with Neural Networks From Scratch,Long Nguyen,https://www.udemy.com/course/image-recognition-with-neural-networks-from-scratch/,Write An Image Recognition Program in Python,Rating: 3.6 out of 5,190 reviews,3 total hours,7 lectures,All Levels,,"9,669 students",,,,
"Learn By Example: The Foundations of HTML, CSS & Javascript",Loony Corn,https://www.udemy.com/course/learn-by-example-html-css-javascript/,"Closures, prototypes, JSON, the DOM, selectors, inheritance in CSS and in Javascript, and first class functions",Rating: 4.5 out of 5,190 reviews,13 total hours,94 lectures,All Levels,,"3,436 students",,,,
Web Application Performance Testing,Mentors Net,https://www.udemy.com/course/web-application-performance-testing/,In this course we will discuss what are the industry practices to conduct a performance test.,Rating: 4.1 out of 5,190 reviews,7 total hours,57 lectures,All Levels,,"1,679 students",,,,
Image Recognition with Neural Networks From Scratch,Long Nguyen,https://www.udemy.com/course/image-recognition-with-neural-networks-from-scratch/,Write An Image Recognition Program in Python,Rating: 3.6 out of 5,190 reviews,3 total hours,7 lectures,All Levels,,"9,669 students",,,,
Clustering & Classification With Machine Learning In R,Minerva Singh,https://www.udemy.com/course/clustering-classification-with-machine-learning-in-r/,Harness The Power Of Machine Learning For Unsupervised & Supervised Learning In R -- With Practical Examples,Rating: 4.8 out of 5,190 reviews,8 total hours,71 lectures,All Levels,,"2,132 students",,,,
50 popular coding interview problems,Inside Code,https://www.udemy.com/course/50-problems/,Prepare for your coding interview with these 50 solved and explained popular coding problems,Rating: 4.6 out of 5,190 reviews,8.5 total hours,101 lectures,Intermediate,,"2,492 students",,,,
Essential Docker for Python Flask Development,Jorge Escobar,https://www.udemy.com/course/docker-flask-course/,Learn how to effectively use Docker and Docker Compose to develop production ready applications,Rating: 3.8 out of 5,190 reviews,2.5 total hours,21 lectures,Intermediate,,"1,185 students",,,,
Object-Oriented Software Engineering with Java,Anis Koubaa,https://www.udemy.com/course/oo-se-java/,Mastering Object Oriented Programming with Java,Rating: 4.4 out of 5,190 reviews,6.5 total hours,26 lectures,Intermediate,,912 students,,,,
Python Developer Bootcamp in 2022 - Beginner to Expert,Muslim Helalee,https://www.udemy.com/course/python-developer-bootcamp-beginner-to-expert/,"Master Python in this Gigantic Bootcamp along with SQL, HTML5, CSS3, Flask, Django, Data Science, Machine Learning & GUI",Rating: 4.7 out of 5,190 reviews,82 total hours,502 lectures,All Levels,,"1,455 students",,,,
Create Interactive Dashboards in Python by Plotly Dash,Mubeen Ali,https://www.udemy.com/course/create-interactive-dashboards-in-python-by-plotly-dash/,Create interactive data science web dashboards using the Plotly data visualizations library and Dash library in Python.,Rating: 3.8 out of 5,190 reviews,15 total hours,94 lectures,Intermediate,,"1,672 students",,,,
Game Development (Android + IOS): Build 12 Apps & Games,Sachin Kafle,https://www.udemy.com/course/android-game-development-using-python-build-12-apps-games/,"Build 12 Cool Projects-- 2048 game, Flappy Bird, Credit Card Validation, Scientific Calculator etc. with Python!!",Rating: 4.0 out of 5,189 reviews,27 total hours,160 lectures,All Levels,,"17,713 students",,,,
"Build Ajax Web Apps with Laravel 5.2, Bootstrap and jQuery",Eding Muhamad Saprudin,https://www.udemy.com/course/learn-laravel-by-doing/,"Learn how to build Real Life Projects with Laravel 5.2 PHP Framework, Bootstrap and jQuery AJAX",Rating: 3.3 out of 5,189 reviews,5 total hours,44 lectures,All Levels,,"1,292 students",,,,
The Ultimate C# and Unity course for beginners,Kenneth Andersen,https://www.udemy.com/course/ultimate/,Learn C# and Unity Coding and Game Development,Rating: 4.4 out of 5,189 reviews,30 total hours,124 lectures,Beginner,,"1,251 students",,,,
Web Development Concepts for Everyone,Scott Bromander,https://www.udemy.com/course/web-development-concepts-for-everyone/,"Complex Web Development Topics, Broken Down into Easy to Understand Concepts",Rating: 4.6 out of 5,189 reviews,5 total hours,71 lectures,All Levels,,932 students,,,,
"Database Engineer/DBA  -  (MySQL,  MongoDB,  SQLite)",Bluelime Learning Solutions,https://www.udemy.com/course/database-engineerdba-mysql-mongodb-sqlite/,Practical Database Administration and Engineering Step by Step,Rating: 4.6 out of 5,189 reviews,17.5 total hours,194 lectures,Beginner,,"25,674 students",,,,
Angularjs Live Project,Manzoor Ahmed,https://www.udemy.com/course/angularjs-webapi2-efcodefirst-web-app-on-3-tier-architecture/,Angularjs full project end to end implementation for Asp.Net (MVC or Web APIs) developers with EF Code First approach,Rating: 4.2 out of 5,189 reviews,6.5 total hours,46 lectures,Intermediate,,"1,219 students",,,,
Fullstack Asp.Net Core MVC  & C# Bootcamp With Real Projects,Ebenezer Ogbu,https://www.udemy.com/course/fullstack-aspnet-core-mvc-and-c-bootcamp-with-real-project/,"Learn How To Build an E-commerce app Using Asp.Net Core MVC, C#, HTML, CSS, SASS, BootStrap, And JavaScript",Rating: 3.2 out of 5,189 reviews,24.5 total hours,164 lectures,All Levels,,814 students,,,,
Become A Mobile App Developer (iOS / Android / Windows),Bluelime Learning Solutions,https://www.udemy.com/course/become-a-mobile-app-developer-ios-android-windows/,"Build Mobile Apps Step by Step For iOS,Android,Windows from scratch",Rating: 3.8 out of 5,189 reviews,13.5 total hours,134 lectures,Beginner,,"34,135 students",,,,
Interactive Web Animation [ JavaScript SVG CSS & HTML ],Alexandr Tyurin,https://www.udemy.com/course/interactive-web-animations-javascript-svg-css-html/,Learn CSS Animation (CSS3) -> SVG Animation -> Interactive JavaScript Animation -> Web Animations API  [Theory&Practice],Rating: 4.1 out of 5,189 reviews,4 total hours,42 lectures,All Levels,,"14,873 students",,,,
Web Development And Javascript Bootcamp,Merul Dhiman,https://www.udemy.com/course/web-development-and-javascript-bootcamp/,A Beginner's Guide To Web Development And JavaScript,Rating: 3.8 out of 5,189 reviews,4 total hours,31 lectures,Beginner,,"14,619 students",,,,
Data Warehousing,The Art Of Service,https://www.udemy.com/course/data-warehousing/,"An introductory course about understanding data warehousing, its architecture, flow, applications and modeling.",Rating: 2.6 out of 5,189 reviews,3 total hours,66 lectures,All Levels,,"1,174 students",,,,
PHP User Login Registration Script With All Features,Vivek Vengala,https://www.udemy.com/course/php-user-login-registration-system/,"PHP User Management Login, Registration, Forgot Password, Members Area from Basic to Advanced Covering All The Features.",Rating: 3.5 out of 5,188 reviews,12 total hours,121 lectures,All Levels,,"10,497 students",,,,
Java Programming | Absolute Beginners,Lum Dalipi,https://www.udemy.com/course/beginners-java-programming-programming-for-everybody/,"Learn the first steps of becoming a computer programmer starting with the most used computer language, JAVA!",Rating: 4.7 out of 5,188 reviews,4.5 total hours,57 lectures,Beginner,,"1,625 students",,,,
Shell Scripting/Bash Shell Script/AWK/SED on Linux/Unix/Bash,Suresh Kumar Srivastava,https://www.udemy.com/course/linux-shell-scripting/,Shell Scripting Linux Unix Bash Shell Scripting AWK and SED Bash Shell Script AWK SED Linux Unix Bash Shell Scripting,Rating: 3.7 out of 5,188 reviews,5 total hours,66 lectures,All Levels,,"2,078 students",,,,
Using a Third Party API to Send SMS with PHP (SMS),"Edwin Diaz, Coding Faculty Solutions",https://www.udemy.com/course/php-send-and-receive-mobile-text-messages-sms/,Learn to send SMS messages with your PHP application,Rating: 4.6 out of 5,188 reviews,1.5 total hours,14 lectures,All Levels,,"2,421 students",,,,
Python Tutorial for Absolute Beginners,Yogesh Patel,https://www.udemy.com/course/python-crash-course-for-absolute-beginners/,"If you’re ready to buckle down and learn Python programming, here’s where you should start.",Rating: 4.5 out of 5,188 reviews,10 total hours,55 lectures,All Levels,,"3,380 students",,,,
Python Pandas Library Full Tutorial,Diptam Paul,https://www.udemy.com/course/python-pandas-library/,Pandas Library,Rating: 4.7 out of 5,188 reviews,1 total hour,32 lectures,All Levels,,"19,243 students",,,,
Python 1000: The Python Primer,Randall Nagy,https://www.udemy.com/course/python-1000/,Getting Started with Python 3,Rating: 3.9 out of 5,188 reviews,1 total hour,16 lectures,Beginner,,"15,117 students",,,,
Dart Programming Tutorial | Learn the Dart for Flutter,Programming Knowledge,https://www.udemy.com/course/dart-programming-tutorial-learn-the-dart-for-flutter/,Learn Dart Programming for Flutter- Beginners Tutorial,Rating: 4.3 out of 5,188 reviews,2 total hours,10 lectures,Beginner,,"10,584 students",,,,
React Native Made Easy,Omar Maksousa,https://www.udemy.com/course/react-native-made-easy/,Master React Native Fundamentals Using The Latest Javascript Features.,Rating: 4.6 out of 5,188 reviews,9.5 total hours,62 lectures,Beginner,,"19,642 students",,,,
Automate application with Specflow and Selenium C#,Karthik KK,https://www.udemy.com/course/bdd-with-specflow-and-selenium-csharp/,Learn how Specflow and Selenium glues together for behavioral driven development (BDD) automation testing.,Rating: 4.6 out of 5,188 reviews,6.5 total hours,38 lectures,Beginner,Bestseller,"2,731 students",,,,
The Perfect NGINX Server - CentOS Edition,Andrew Eaton,https://www.udemy.com/course/the-perfect-nginx-server-centos-edition/,The Absolute Beginners CentOS Course to Setting Up Multiple Blazingly Fast WordPress Sites Using NGINX,Rating: 4.5 out of 5,188 reviews,10.5 total hours,101 lectures,Beginner,,"1,233 students",,,,
TensorFlow 101: Introduction to Deep Learning,Sefik Ilkin Serengil,https://www.udemy.com/course/tensorflow-101-introduction-to-deep-learning/,Ready to build the future with Deep Neural Networks? Stand on the shoulder of TensorFlow and Keras for Machine Learning.,Rating: 4.5 out of 5,188 reviews,4 total hours,23 lectures,All Levels,,"5,174 students",,,,
Modern UI Development in Unity 4.6/5.0,3D BUZZ Programming and Digital Art training,https://www.udemy.com/course/modern-ui-development-in-unity-46-or-50/,This series goes over the core concepts of Unity's UI system and also shows the creation of an entire game using the UI.,Rating: 4.6 out of 5,187 reviews,13.5 total hours,23 lectures,All Levels,,"1,905 students",,,,
Build Realtime Twitter and Fiverr with Node.js + Stripe,Arash Yahya,https://www.udemy.com/course/web-developer-build-fiverr-twitter-and-mvp-with-nodejs/,Start with MVP then Real-time Twitter and finally Fiverr website,Rating: 4.0 out of 5,187 reviews,9 total hours,87 lectures,All Levels,,"12,458 students",,,,
Learn to create a 2D Action Roguelike Game in Unity 2022,Gianny Dantas,https://www.udemy.com/course/learn-to-create-a-2d-action-roguelike-game-in-unity-2020/,Game & AI Development. Learn how to create your first topdown game in Unity with C#,Rating: 3.9 out of 5,187 reviews,17.5 total hours,111 lectures,Intermediate,,"1,435 students",,,,
Apache Airflow: The Operators Guide,Marc Lamberti,https://www.udemy.com/course/apache-airflow-the-operators-guide/,Step up with Apache Airflow! Master Airflow Operators and create incredible data pipelines!,Rating: 4.6 out of 5,187 reviews,7.5 total hours,56 lectures,All Levels,,"2,514 students",,,,
"Introduction to Web Development [HTML, CSS, JAVASCRIPT]",Academy of Computing & Artificial Intelligence,https://www.udemy.com/course/introduction-to-web-development-h/,"Learn the basics HTML,CSS and JavaScript to create a simple web page within 5.5 hours.",Rating: 4.2 out of 5,187 reviews,5.5 total hours,31 lectures,Beginner,,"15,518 students",,,,
Microsoft SQL for Beginners (SQL Server and T-SQL),Vimal Vachhani,https://www.udemy.com/course/microsoft-sql-for-beginners-sql-server-and-t-sql/,Learn the basic of SQL and SQL Server with no previous experience needed!,Rating: 4.4 out of 5,187 reviews,2 total hours,39 lectures,Beginner,,"4,612 students",,,,
"Machine Learning MASTER, Zero to Mastery",Data Science ACADEMY,https://www.udemy.com/course/ml-master/,To Being Machine Learning Mystery,Rating: 4.1 out of 5,187 reviews,63.5 total hours,66 lectures,All Levels,,"27,595 students",,,,
Python 3 from Beginner to Expert - Learn Python from Scratch,Arkadiusz Włodarczyk,https://www.udemy.com/course/python-for-beginners-learn-python-from-scratch/,Designed for people who don't have any knowledge about programming and want to program in Python. Fast and easy Python!,Rating: 4.4 out of 5,187 reviews,20 total hours,138 lectures,Beginner,,"1,164 students",,,,
Python - From Beginner to Winner,Meir Gabay,https://www.udemy.com/course/python-from-beginner-to-winner/,"Python course. Learn Python 3 basics from scratch, no need for any prior knowledge in programming.",Rating: 4.6 out of 5,187 reviews,3 total hours,39 lectures,Beginner,,"6,332 students",,,,
Create an RPG Game in Unity,Pete Jepson,https://www.udemy.com/course/create-an-rpg-game-in-unity/,Advanced game design,Rating: 4.6 out of 5,187 reviews,41 total hours,241 lectures,Intermediate,,"2,674 students",,,,
Fundamentals of Business Intelligence & Data Analytics World,Siddharth Mehta,https://www.udemy.com/course/my-first-business-intelligence-analytics-project-training/,"Learn how SQL Server, SSIS, SSAS, SSRS, DB2, Teradata, Informatica, Data Stage, Tibco, Cognos etc fit in BI architecture",Rating: 3.6 out of 5,187 reviews,1 total hour,12 lectures,Beginner,,"2,164 students",,,,
Python Object Oriented Programming Visually and in under 1hr,Nikoloz Sanakoevi,https://www.udemy.com/course/object-oriented-programming-in-python-programming-language/,Learn main concepts of Object Oriented Programming in Python. Learn with visual examples and human to code translation,Rating: 4.0 out of 5,187 reviews,43 total mins,10 lectures,Intermediate,,"12,559 students",,,,
Git & GitHub A Practical Course: Beginner To Advanced Level,Pruthviraja L,https://www.udemy.com/course/git-and-github-a-practical-course-beginner-to-advanced/,Master Your Git & GitHub Skill Through Step By Step Practical Git Bootcamp,Rating: 3.9 out of 5,187 reviews,6.5 total hours,28 lectures,All Levels,,"39,228 students",,,,
Java Spring Framework 5 - Build a Web App step by step,Damian Jędrzejak,https://www.udemy.com/course/java-spring-framework-5-build-a-web-app-step-by-step/,"Master most popular Spring framework components like Core, MVC, Data, Security, and Boot, in theory, and practice.",Rating: 4.8 out of 5,187 reviews,11 total hours,122 lectures,All Levels,,828 students,,,,
Learn Top Ten PHP FrameWorks By Building Projects,"Eduonix Learning Solutions, Eduonix-Tech .",https://www.udemy.com/course/learn-top-ten-php-frameworks-by-building-projects/,An unique course which covers the ten most popular PHP frameworks and help you learn them by building projects,Rating: 4.0 out of 5,187 reviews,17.5 total hours,88 lectures,All Levels,,"1,703 students",,,,
11 JavaScript Features Critical to Understand,Steven Hancock,https://www.udemy.com/course/11-javascript-features-critical-to-understand/,Important JavaScript Concept and Features Every Developer Should Know,Rating: 4.5 out of 5,186 reviews,2.5 total hours,17 lectures,All Levels,,"9,274 students",,,,
Rust & WebAssembly with JS (TS) - The Practical Guide,"Filip Jerga, Eincode by Filip Jerga",https://www.udemy.com/course/rust-webassembly-with-js-ts-the-practical-guide/,Learn to code in Rust. Compile the code to WebAssembly. Prepare JS/TS frontend and create browser-based Snake game.,Rating: 4.5 out of 5,186 reviews,13.5 total hours,113 lectures,All Levels,,"2,409 students",,,,
Design & Build a Website without Code,Joey Kirk,https://www.udemy.com/course/bloc-design-without-code/,No Coding Required! Learn how to create a responsive prototype for a music application using Webflow.,Rating: 3.6 out of 5,186 reviews,1.5 total hours,33 lectures,All Levels,,"10,459 students",,,,
Becoming an Unreal Automation Expert,"Tim Großmann, Andreas Hauber, Jonas Roth",https://www.udemy.com/course/becoming-an-unreal-automation-expert/,"Using Blueprints, C++ and Python",Rating: 4.3 out of 5,186 reviews,4.5 total hours,57 lectures,Intermediate,,"16,380 students",,,,
Artificial Intelligence for Simple Games,"Jan Warchocki, Ligency I Team, Ligency Team",https://www.udemy.com/course/artificial-intelligence-for-simple-games/,Learn how to use powerful Deep Reinforcement Learning and Artificial Intelligence tools on examples of AI simple games!,Rating: 4.9 out of 5,186 reviews,12.5 total hours,119 lectures,Beginner,,"2,003 students",,,,
Swift 3 - Master Swift Development From Scratch,Nikant Vohra,https://www.udemy.com/course/swift-development/,Go from beginner to an expert Swift Programmer in 4 weeks.  Then learn building iOS10 Apps or Server Side Swift Apps.,Rating: 4.5 out of 5,186 reviews,6.5 total hours,63 lectures,All Levels,,"13,606 students",,,,
Survey of python for GIS applications,Michael Miller,https://www.udemy.com/course/survey-of-python-for-geospatial-applications/,Introduction to the python language and ecosystem for GIS professionals,Rating: 4.3 out of 5,186 reviews,13.5 total hours,85 lectures,Intermediate,,"1,167 students",,,,
Master CI/CD for iOS Developers,"Tim Buchalka's Learn Programming Academy, Eduardo Rosas",https://www.udemy.com/course/continuous-integration-and-continuous-delivery-for-ios-developers/,Learn Continuous Integration and Continuous Deployment / Delivery to  increase your employability in 2019 and beyond!,Rating: 4.1 out of 5,186 reviews,7 total hours,43 lectures,All Levels,,"1,543 students",,,,
PHP: Complete Registration and Login with Email Verification,Danyal Fayyaz,https://www.udemy.com/course/php-complete-registration-and-login-with-email-verification/,In this course you will learn all you need to know to build a registration and login system in php.,Rating: 4.3 out of 5,186 reviews,2.5 total hours,22 lectures,All Levels,,"12,846 students",,,,
Improve Your Game Design With Better Gameplay,James Doyle,https://www.udemy.com/course/gamedesign/,Game development made easy. Learn practical examples to improve how your game feels and make it more fun for the player.,Rating: 4.5 out of 5,186 reviews,4 total hours,30 lectures,All Levels,,"2,664 students",,,,
Build Real World Teacher Finder App with Xamarin Forms,Asfend Yar Hamid,https://www.udemy.com/course/build-real-world-app-with-xamarin-forms-part-4/,Learn Xamarin Forms Real World Application From Beginning to End,Rating: 4.5 out of 5,186 reviews,4.5 total hours,65 lectures,All Levels,,905 students,,,,
Learn Python In A Day With 6 Projects,"Jack Chan, Henry Tang, Ray Chung",https://www.udemy.com/course/learn-python-in-a-day/,For programming beginners to pick up the fundamentals of Python within a day! Learn through 6 examples applications.,Rating: 4.5 out of 5,186 reviews,3.5 total hours,43 lectures,Beginner,,"6,078 students",,,,
Intermediate & Advanced Java Programming,Stone River eLearning,https://www.udemy.com/course/intermediate-advanced-java-programming/,Take your Java skills to the next level and start building real applications. ,Rating: 4.1 out of 5,186 reviews,4 total hours,23 lectures,All Levels,,"2,996 students",,,,
Google Chrome Basics Guide,Learn Tech Plus,https://www.udemy.com/course/learn-google-chrome/,Everything you need to know about Google Chrome Basics,Rating: 3.8 out of 5,186 reviews,31 total mins,13 lectures,Beginner,,"28,350 students",,,,
SAS programing on Reports and Tables generating,Sharon Cheng,https://www.udemy.com/course/sas-programming-on-report-generating-part-1/,"Create reports and tables using Proc Report, SAS Proc Tabulate, SAS Proc Print and SAS ODS",Rating: 4.5 out of 5,186 reviews,6 total hours,52 lectures,All Levels,Bestseller,"1,467 students",,,,
Python for Beginners,Exam Turf,https://www.udemy.com/course/python-for-beginners-od/,Learn python with practical examples,Rating: 3.8 out of 5,186 reviews,10 total hours,74 lectures,Beginner,,"17,018 students",,,,
Sorting Algorithms using Java & C: Make Your Basics Strong,Shibaji Paul,https://www.udemy.com/course/sorting-algorithms/,Learn Analysis of Algorithm using asymptotic notations like Big Oh and others. Understand and analyse sorting algorithms,Rating: 4.8 out of 5,185 reviews,6.5 total hours,59 lectures,Intermediate,,"2,107 students",,,,
Build Ecommerce Website to Master Django and Python,The Zero2Launch Team,https://www.udemy.com/course/build-ecommerce-website-to-master-django-and-python/,Learn how to build a fully functioning eCommerce website and application using the Python Django framework,Rating: 4.3 out of 5,185 reviews,3.5 total hours,36 lectures,Beginner,,741 students,,,,
Modern Responsive Website with CSS3 Flexbox and ES6,Vladica Lapcevic,https://www.udemy.com/course/modern-responsive-website-with-css3-flexbox-and-es6/,"Learn how to build BEAUTIFUL responsive websites from SCRATCH using HTML5, CSS, CSS3 Flexbox and Javascript (ES6)",Rating: 4.4 out of 5,185 reviews,6.5 total hours,46 lectures,All Levels,,"9,539 students",,,,
Fortran For Beginners,Brad Richardson,https://www.udemy.com/course/fortran-for-beginners/,The basics of programming in Fortran,Rating: 4.1 out of 5,185 reviews,4 total hours,22 lectures,Beginner,,783 students,,,,
Angular 7 with Angular Material and Firebase Cloud Firestore,Patrick Schroeder,https://www.udemy.com/course/angular-firebase-firestore/,"Learn Angular 7+ by example with Cloud Firestore and Angular Material. Includes CRUD, Authentication, Routing, HTTP.",Rating: 4.2 out of 5,185 reviews,3 total hours,49 lectures,All Levels,,804 students,,,,
